Gene,Program_Dataset
COL6A3,6_Valenzi_2019_disease
COL27A1,6_Valenzi_2019_disease
CXCL17,6_Valenzi_2019_disease
ITGB6,6_Valenzi_2019_disease
C9orf24,6_Valenzi_2019_disease
LRRIQ1,6_Valenzi_2019_disease
AGR3,6_Valenzi_2019_disease
TRIP13,6_Valenzi_2019_disease
GSTA1,6_Valenzi_2019_disease
PGC,6_Valenzi_2019_disease
CDH5,6_Valenzi_2019_disease
COL8A1,6_Valenzi_2019_disease
EFNA1,6_Valenzi_2019_disease
CXCL10,7_Valenzi_2019_disease
CXCL9,7_Valenzi_2019_disease
CCL8,7_Valenzi_2019_disease
CXCL11,7_Valenzi_2019_disease
APOBEC3A,7_Valenzi_2019_disease
MMP10,7_Valenzi_2019_disease
IFIT2,7_Valenzi_2019_disease
IFIT1,7_Valenzi_2019_disease
ISG15,7_Valenzi_2019_disease
GBP1,7_Valenzi_2019_disease
MEG3,7_Valenzi_2019_disease
RSAD2,7_Valenzi_2019_disease
IL4I1,7_Valenzi_2019_disease
IFIT3,7_Valenzi_2019_disease
GBP5,7_Valenzi_2019_disease
ISG20,7_Valenzi_2019_disease
TNFSF10,7_Valenzi_2019_disease
MX1,7_Valenzi_2019_disease
OASL,7_Valenzi_2019_disease
VAMP5,7_Valenzi_2019_disease
IFI44L,7_Valenzi_2019_disease
NEXN,7_Valenzi_2019_disease
GBP4,7_Valenzi_2019_disease
HAPLN3,7_Valenzi_2019_disease
WARS,7_Valenzi_2019_disease
IFITM1,7_Valenzi_2019_disease
ZWINT,7_Valenzi_2019_disease
OAS1,7_Valenzi_2019_disease
CMPK2,7_Valenzi_2019_disease
USP18,7_Valenzi_2019_disease
GCH1,7_Valenzi_2019_disease
NT5C3A,7_Valenzi_2019_disease
EPSTI1,7_Valenzi_2019_disease
HERC5,7_Valenzi_2019_disease
ITM2A,7_Valenzi_2019_disease
XAF1,7_Valenzi_2019_disease
ETV7,7_Valenzi_2019_disease
MX2,7_Valenzi_2019_disease
IFIH1,7_Valenzi_2019_disease
IL27,7_Valenzi_2019_disease
SAMD9L,7_Valenzi_2019_disease
IFI44,7_Valenzi_2019_disease
CD226,7_Valenzi_2019_disease
NIPAL4,7_Valenzi_2019_disease
STAP1,7_Valenzi_2019_disease
OAS2,7_Valenzi_2019_disease
DDX58,7_Valenzi_2019_disease
OAS3,7_Valenzi_2019_disease
GBP7,7_Valenzi_2019_disease
ANXA2R,7_Valenzi_2019_disease
AIM2,7_Valenzi_2019_disease
SAMD9,7_Valenzi_2019_disease
MASTL,7_Valenzi_2019_disease
IFI35,7_Valenzi_2019_disease
EIF2AK2,7_Valenzi_2019_disease
RABGAP1L,7_Valenzi_2019_disease
SP110,7_Valenzi_2019_disease
EMCN,7_Valenzi_2019_disease
CD24,7_Valenzi_2019_disease
CCNF,7_Valenzi_2019_disease
SLC9B2,7_Valenzi_2019_disease
ANGPTL1,7_Valenzi_2019_disease
APOBEC3B,7_Valenzi_2019_disease
BATF2,7_Valenzi_2019_disease
FKBP1B,7_Valenzi_2019_disease
HELZ2,7_Valenzi_2019_disease
BRIP1,7_Valenzi_2019_disease
HAMP,8_Valenzi_2019_disease
HMOX1,8_Valenzi_2019_disease
AGRP,8_Valenzi_2019_disease
PLA2G7,8_Valenzi_2019_disease
FABP5,8_Valenzi_2019_disease
GCHFR,8_Valenzi_2019_disease
TUBA1B,8_Valenzi_2019_disease
MS4A6E,8_Valenzi_2019_disease
TDO2,8_Valenzi_2019_disease
RMDN3,8_Valenzi_2019_disease
PRDX1,8_Valenzi_2019_disease
TOMM40,8_Valenzi_2019_disease
NUSAP1,8_Valenzi_2019_disease
HSPA5,8_Valenzi_2019_disease
MDH1,8_Valenzi_2019_disease
RAB42,8_Valenzi_2019_disease
CEP55,8_Valenzi_2019_disease
ABCG2,8_Valenzi_2019_disease
SCCPDH,8_Valenzi_2019_disease
MGST3,8_Valenzi_2019_disease
HSP90B1,8_Valenzi_2019_disease
CA12,8_Valenzi_2019_disease
CALR,8_Valenzi_2019_disease
HSD17B14,8_Valenzi_2019_disease
MANF,8_Valenzi_2019_disease
AIFM2,8_Valenzi_2019_disease
TUBB,8_Valenzi_2019_disease
NUCB2,8_Valenzi_2019_disease
BLVRB,8_Valenzi_2019_disease
ISOC2,8_Valenzi_2019_disease
C12orf45,8_Valenzi_2019_disease
HDDC2,8_Valenzi_2019_disease
SLC48A1,8_Valenzi_2019_disease
FKBP4,8_Valenzi_2019_disease
HSPD1,8_Valenzi_2019_disease
ACOT13,8_Valenzi_2019_disease
VWA5A,8_Valenzi_2019_disease
SDF2L1,8_Valenzi_2019_disease
PELO,8_Valenzi_2019_disease
PIR,8_Valenzi_2019_disease
FAH,8_Valenzi_2019_disease
MYDGF,8_Valenzi_2019_disease
PDIA6,8_Valenzi_2019_disease
TMEM251,8_Valenzi_2019_disease
TMEM14A,8_Valenzi_2019_disease
SPR,8_Valenzi_2019_disease
CENPH,8_Valenzi_2019_disease
TMEM261,8_Valenzi_2019_disease
DNPH1,8_Valenzi_2019_disease
TFPT,8_Valenzi_2019_disease
MLEC,8_Valenzi_2019_disease
CHCHD10,8_Valenzi_2019_disease
DCXR,8_Valenzi_2019_disease
KRBOX1,8_Valenzi_2019_disease
NEURL1,8_Valenzi_2019_disease
ENO1,8_Valenzi_2019_disease
PSMA7,8_Valenzi_2019_disease
NME1,8_Valenzi_2019_disease
NIT2,8_Valenzi_2019_disease
ADH5,8_Valenzi_2019_disease
PDXK,8_Valenzi_2019_disease
ATP5G3,8_Valenzi_2019_disease
CRELD2,8_Valenzi_2019_disease
PHYH,8_Valenzi_2019_disease
GNPDA1,8_Valenzi_2019_disease
NCLN,8_Valenzi_2019_disease
YEATS4,8_Valenzi_2019_disease
BOLA3,8_Valenzi_2019_disease
HSPE1,8_Valenzi_2019_disease
PDIA4,8_Valenzi_2019_disease
RPA3,8_Valenzi_2019_disease
GMPPB,8_Valenzi_2019_disease
STRA13,8_Valenzi_2019_disease
MRPL1,8_Valenzi_2019_disease
CHST13,8_Valenzi_2019_disease
SNRNP25,8_Valenzi_2019_disease
UROD,8_Valenzi_2019_disease
PSMC2,8_Valenzi_2019_disease
ATOX1,8_Valenzi_2019_disease
ZBTB8OS,8_Valenzi_2019_disease
CACYBP,8_Valenzi_2019_disease
PSMA5,8_Valenzi_2019_disease
NDUFA4,8_Valenzi_2019_disease
PPIB,8_Valenzi_2019_disease
PTGDS,9_Valenzi_2019_disease
FCER1A,9_Valenzi_2019_disease
GZMB,9_Valenzi_2019_disease
JCHAIN,9_Valenzi_2019_disease
SPIB,9_Valenzi_2019_disease
C12orf75,9_Valenzi_2019_disease
SOX4,9_Valenzi_2019_disease
PLD4,9_Valenzi_2019_disease
IRF4,9_Valenzi_2019_disease
TSPAN13,9_Valenzi_2019_disease
MZB1,9_Valenzi_2019_disease
DERL3,9_Valenzi_2019_disease
CLIC3,9_Valenzi_2019_disease
LILRA4,9_Valenzi_2019_disease
RASD1,9_Valenzi_2019_disease
EGLN3,9_Valenzi_2019_disease
ITM2C,9_Valenzi_2019_disease
MYBL2,9_Valenzi_2019_disease
P2RY14,9_Valenzi_2019_disease
BTLA,9_Valenzi_2019_disease
CEP55,9_Valenzi_2019_disease
MAP1A,9_Valenzi_2019_disease
FUT7,9_Valenzi_2019_disease
TRBC2,9_Valenzi_2019_disease
P2RY6,9_Valenzi_2019_disease
TCF4,9_Valenzi_2019_disease
PTCRA,9_Valenzi_2019_disease
LDLRAD4,9_Valenzi_2019_disease
HELLS,9_Valenzi_2019_disease
TSPYL2,9_Valenzi_2019_disease
TLR10,9_Valenzi_2019_disease
SCN9A,9_Valenzi_2019_disease
SLC7A5,9_Valenzi_2019_disease
LINC00996,9_Valenzi_2019_disease
P3H2,9_Valenzi_2019_disease
AR,9_Valenzi_2019_disease
UPK3A,9_Valenzi_2019_disease
SIT1,9_Valenzi_2019_disease
GNG7,9_Valenzi_2019_disease
CD247,9_Valenzi_2019_disease
BCL7A,9_Valenzi_2019_disease
SPNS3,9_Valenzi_2019_disease
PPP1R14B,9_Valenzi_2019_disease
PMEPA1,9_Valenzi_2019_disease
ZNF891,9_Valenzi_2019_disease
FADS2,9_Valenzi_2019_disease
CBFA2T3,9_Valenzi_2019_disease
MYB,9_Valenzi_2019_disease
PTPRS,9_Valenzi_2019_disease
CHAF1A,9_Valenzi_2019_disease
ASIP,9_Valenzi_2019_disease
SEL1L3,9_Valenzi_2019_disease
NEGR1,9_Valenzi_2019_disease
NOTCH4,9_Valenzi_2019_disease
CCDC152,9_Valenzi_2019_disease
MAP4K1,9_Valenzi_2019_disease
SIDT1,9_Valenzi_2019_disease
HIST1H3H,9_Valenzi_2019_disease
LPIN1,9_Valenzi_2019_disease
PTP4A3,9_Valenzi_2019_disease
CARD11,9_Valenzi_2019_disease
TRAF4,9_Valenzi_2019_disease
SCAMP5,9_Valenzi_2019_disease
TMEM8B,9_Valenzi_2019_disease
FUZ,9_Valenzi_2019_disease
GPM6B,9_Valenzi_2019_disease
AZIN2,9_Valenzi_2019_disease
NEK8,9_Valenzi_2019_disease
MCC,9_Valenzi_2019_disease
RASA4,9_Valenzi_2019_disease
PCDH9,9_Valenzi_2019_disease
ERMN,9_Valenzi_2019_disease
THBS1,10_Valenzi_2019_disease
CENPE,10_Valenzi_2019_disease
PKP2,10_Valenzi_2019_disease
GPBAR1,10_Valenzi_2019_disease
GDF11,10_Valenzi_2019_disease
MFGE8,10_Valenzi_2019_disease
SVIL,10_Valenzi_2019_disease
ALPK3,10_Valenzi_2019_disease
LAMB1,10_Valenzi_2019_disease
RDH10,10_Valenzi_2019_disease
ORC6,10_Valenzi_2019_disease
PSME4,10_Valenzi_2019_disease
SERPINF2,10_Valenzi_2019_disease
TTK,10_Valenzi_2019_disease
ANOS1,10_Valenzi_2019_disease
KCNJ2,10_Valenzi_2019_disease
TLCD2,10_Valenzi_2019_disease
CD101,10_Valenzi_2019_disease
SH3BP4,10_Valenzi_2019_disease
INHBA-AS1,10_Valenzi_2019_disease
CHDH,10_Valenzi_2019_disease
HOMER1,10_Valenzi_2019_disease
DLEU7,10_Valenzi_2019_disease
ZNF141,10_Valenzi_2019_disease
MBNL1-AS1,10_Valenzi_2019_disease
CYB5D1,10_Valenzi_2019_disease
PROS1,10_Valenzi_2019_disease
ZNF804A,10_Valenzi_2019_disease
DLC1,10_Valenzi_2019_disease
AOC2,10_Valenzi_2019_disease
SGMS2,10_Valenzi_2019_disease
MCF2L2,10_Valenzi_2019_disease
GOLM1,10_Valenzi_2019_disease
YPEL2,10_Valenzi_2019_disease
FZD4,10_Valenzi_2019_disease
ACACB,10_Valenzi_2019_disease
KPTN,10_Valenzi_2019_disease
ANKRD26,10_Valenzi_2019_disease
TRABD2A,10_Valenzi_2019_disease
MIS18BP1,10_Valenzi_2019_disease
KIAA1147,10_Valenzi_2019_disease
GCNT1,10_Valenzi_2019_disease
PVR,10_Valenzi_2019_disease
RASGRP2,10_Valenzi_2019_disease
ZNF184,10_Valenzi_2019_disease
CDK5RAP2,10_Valenzi_2019_disease
SFT2D3,10_Valenzi_2019_disease
FHAD1,10_Valenzi_2019_disease
USP51,10_Valenzi_2019_disease
CHEK1,10_Valenzi_2019_disease
PRR11,10_Valenzi_2019_disease
SOWAHD,10_Valenzi_2019_disease
QPRT,10_Valenzi_2019_disease
C17orf67,10_Valenzi_2019_disease
PCSK5,10_Valenzi_2019_disease
SESN3,10_Valenzi_2019_disease
ZDBF2,10_Valenzi_2019_disease
CYSLTR2,10_Valenzi_2019_disease
PLCXD1,10_Valenzi_2019_disease
SIGLEC11,10_Valenzi_2019_disease
GIMAP8,10_Valenzi_2019_disease
C9,10_Valenzi_2019_disease
DOCK10,10_Valenzi_2019_disease
NFIA,10_Valenzi_2019_disease
NUP107,10_Valenzi_2019_disease
FAM124A,10_Valenzi_2019_disease
INPP5F,10_Valenzi_2019_disease
TNRC6C,10_Valenzi_2019_disease
LINC01597,10_Valenzi_2019_disease
BLM,10_Valenzi_2019_disease
LINC00324,10_Valenzi_2019_disease
NAGLU,10_Valenzi_2019_disease
ANKRD36C,10_Valenzi_2019_disease
ADAMTS6,10_Valenzi_2019_disease
HOXA10,10_Valenzi_2019_disease
FANCA,10_Valenzi_2019_disease
GEMIN5,10_Valenzi_2019_disease
PLXNA2,10_Valenzi_2019_disease
TXLNG,10_Valenzi_2019_disease
SMYD4,10_Valenzi_2019_disease
CASP8AP2,10_Valenzi_2019_disease
LAMA1,10_Valenzi_2019_disease
ADAL,10_Valenzi_2019_disease
NOA1,10_Valenzi_2019_disease
PDE8B,10_Valenzi_2019_disease
TLR5,10_Valenzi_2019_disease
RPS6KA5,10_Valenzi_2019_disease
CTTNBP2NL,10_Valenzi_2019_disease
UNC5B,10_Valenzi_2019_disease
TMEM119,10_Valenzi_2019_disease
PLK4,10_Valenzi_2019_disease
DIRC3,10_Valenzi_2019_disease
RNASE4,10_Valenzi_2019_disease
GPRIN3,10_Valenzi_2019_disease
ZNF675,10_Valenzi_2019_disease
HEMK1,10_Valenzi_2019_disease
KL,10_Valenzi_2019_disease
HIST2H2AC,10_Valenzi_2019_disease
CIT,10_Valenzi_2019_disease
FANCD2,10_Valenzi_2019_disease
ZNF10,10_Valenzi_2019_disease
WNT2B,10_Valenzi_2019_disease
FBXO5,10_Valenzi_2019_disease
PASK,10_Valenzi_2019_disease
APOE,11_Valenzi_2019_disease
CES1,11_Valenzi_2019_disease
APOC2,11_Valenzi_2019_disease
CTSL,11_Valenzi_2019_disease
C1QC,11_Valenzi_2019_disease
PLD3,11_Valenzi_2019_disease
MARCO,11_Valenzi_2019_disease
C1QB,11_Valenzi_2019_disease
TREM2,11_Valenzi_2019_disease
C1QA,11_Valenzi_2019_disease
CTSC,11_Valenzi_2019_disease
CFD,11_Valenzi_2019_disease
HLA-DRB5,11_Valenzi_2019_disease
VSIG4,11_Valenzi_2019_disease
ACP5,11_Valenzi_2019_disease
LGALS3BP,11_Valenzi_2019_disease
TIMD4,11_Valenzi_2019_disease
HLA-DQB1,11_Valenzi_2019_disease
C2,11_Valenzi_2019_disease
CPVL,11_Valenzi_2019_disease
PRDX1,11_Valenzi_2019_disease
GRN,11_Valenzi_2019_disease
FUCA1,11_Valenzi_2019_disease
HLA-A,11_Valenzi_2019_disease
HLA-DPA1,11_Valenzi_2019_disease
HLA-DRB1,11_Valenzi_2019_disease
EPHX1,11_Valenzi_2019_disease
HLA-C,11_Valenzi_2019_disease
HEXB,11_Valenzi_2019_disease
CTSA,11_Valenzi_2019_disease
MDH1,11_Valenzi_2019_disease
SCPEP1,11_Valenzi_2019_disease
MS4A4A,11_Valenzi_2019_disease
LRPAP1,11_Valenzi_2019_disease
DNASE2,11_Valenzi_2019_disease
GLA,11_Valenzi_2019_disease
CD74,11_Valenzi_2019_disease
HEXA,11_Valenzi_2019_disease
HLA-DRA,11_Valenzi_2019_disease
VTN,11_Valenzi_2019_disease
CCNB1,11_Valenzi_2019_disease
SLC3A2,11_Valenzi_2019_disease
SLC27A3,11_Valenzi_2019_disease
EDEM2,11_Valenzi_2019_disease
LAMP2,11_Valenzi_2019_disease
ANG,11_Valenzi_2019_disease
NUCB1,11_Valenzi_2019_disease
CEACAM21,11_Valenzi_2019_disease
GUSB,11_Valenzi_2019_disease
RENBP,11_Valenzi_2019_disease
HLA-DMA,11_Valenzi_2019_disease
CTSS,11_Valenzi_2019_disease
SAMM50,11_Valenzi_2019_disease
LY86,11_Valenzi_2019_disease
GLB1,11_Valenzi_2019_disease
TAPBPL,11_Valenzi_2019_disease
C1GALT1C1,11_Valenzi_2019_disease
GSTM5,11_Valenzi_2019_disease
NUDT8,11_Valenzi_2019_disease
MGST2,11_Valenzi_2019_disease
RNASE4,11_Valenzi_2019_disease
BHLHB9,11_Valenzi_2019_disease
DEGS1,11_Valenzi_2019_disease
CCL18,12_Valenzi_2019_disease
HAMP,12_Valenzi_2019_disease
APOE,12_Valenzi_2019_disease
HS3ST2,12_Valenzi_2019_disease
SCD,12_Valenzi_2019_disease
LGMN,12_Valenzi_2019_disease
APOC1,12_Valenzi_2019_disease
RARRES1,12_Valenzi_2019_disease
GPNMB,12_Valenzi_2019_disease
NR1H3,12_Valenzi_2019_disease
CHCHD6,12_Valenzi_2019_disease
ATP6V0D2,12_Valenzi_2019_disease
CTSZ,12_Valenzi_2019_disease
TFRC,12_Valenzi_2019_disease
OTOA,12_Valenzi_2019_disease
ALOX15B,12_Valenzi_2019_disease
BIRC7,12_Valenzi_2019_disease
FAM134B,12_Valenzi_2019_disease
HES2,12_Valenzi_2019_disease
ITLN1,12_Valenzi_2019_disease
TDRD3,12_Valenzi_2019_disease
GAPLINC,12_Valenzi_2019_disease
BHLHE41,12_Valenzi_2019_disease
TEX14,12_Valenzi_2019_disease
KLHDC8B,12_Valenzi_2019_disease
PLPP3,12_Valenzi_2019_disease
RAB42,12_Valenzi_2019_disease
GM2A,12_Valenzi_2019_disease
B3GNT7,12_Valenzi_2019_disease
TMEM37,12_Valenzi_2019_disease
NTRK3,12_Valenzi_2019_disease
PKD2L1,12_Valenzi_2019_disease
ABCA1,12_Valenzi_2019_disease
MFAP5,12_Valenzi_2019_disease
HTRA4,12_Valenzi_2019_disease
MMP2,12_Valenzi_2019_disease
SMPDL3A,12_Valenzi_2019_disease
DDIT4L,12_Valenzi_2019_disease
SLC2A5,12_Valenzi_2019_disease
SUCNR1,12_Valenzi_2019_disease
SLC29A3,12_Valenzi_2019_disease
DPP4,12_Valenzi_2019_disease
HAGHL,12_Valenzi_2019_disease
MIR3142HG,12_Valenzi_2019_disease
NOV,12_Valenzi_2019_disease
TRIM47,12_Valenzi_2019_disease
DFNA5,12_Valenzi_2019_disease
SLC18B1,12_Valenzi_2019_disease
SULT1C2,12_Valenzi_2019_disease
SDC3,12_Valenzi_2019_disease
SLC29A1,12_Valenzi_2019_disease
L3MBTL4-AS1,12_Valenzi_2019_disease
FXYD6,12_Valenzi_2019_disease
ABCB5,12_Valenzi_2019_disease
MCOLN3,12_Valenzi_2019_disease
ADCY3,12_Valenzi_2019_disease
IQGAP3,12_Valenzi_2019_disease
CAMK1G,12_Valenzi_2019_disease
SCARB1,12_Valenzi_2019_disease
ZBTB7C,12_Valenzi_2019_disease
SLC26A11,12_Valenzi_2019_disease
KCNJ5,12_Valenzi_2019_disease
FAM213B,12_Valenzi_2019_disease
DPYS,12_Valenzi_2019_disease
SLIT3,12_Valenzi_2019_disease
RPS6KA2,12_Valenzi_2019_disease
AHNAK2,12_Valenzi_2019_disease
TNS1,12_Valenzi_2019_disease
MELK,12_Valenzi_2019_disease
ASIP,12_Valenzi_2019_disease
TSPAN10,12_Valenzi_2019_disease
SCN1B,12_Valenzi_2019_disease
RRAGD,12_Valenzi_2019_disease
CD22,12_Valenzi_2019_disease
TMEM220,12_Valenzi_2019_disease
CAPN3,12_Valenzi_2019_disease
HRK,12_Valenzi_2019_disease
FCHO2,12_Valenzi_2019_disease
AFAP1L1,12_Valenzi_2019_disease
EPDR1,12_Valenzi_2019_disease
KCP,12_Valenzi_2019_disease
LINC00504,12_Valenzi_2019_disease
ITGA6,12_Valenzi_2019_disease
TMEM255A,12_Valenzi_2019_disease
MFHAS1,12_Valenzi_2019_disease
ZBED3-AS1,12_Valenzi_2019_disease
ALK,12_Valenzi_2019_disease
SAMD4A,12_Valenzi_2019_disease
MYO1D,12_Valenzi_2019_disease
SNX24,12_Valenzi_2019_disease
ZNF589,12_Valenzi_2019_disease
PDGFRA,12_Valenzi_2019_disease
RASSF8,12_Valenzi_2019_disease
PYHIN1,12_Valenzi_2019_disease
CNIH3,12_Valenzi_2019_disease
KEL,12_Valenzi_2019_disease
MPND,12_Valenzi_2019_disease
KIAA0930,12_Valenzi_2019_disease
AURKC,12_Valenzi_2019_disease
TP73,12_Valenzi_2019_disease
RTN4R,12_Valenzi_2019_disease
LINC01033,12_Valenzi_2019_disease
S100A12,13_Valenzi_2019_disease
CAMP,13_Valenzi_2019_disease
S100A8,13_Valenzi_2019_disease
PLAC8,13_Valenzi_2019_disease
FCN1,13_Valenzi_2019_disease
NKG7,13_Valenzi_2019_disease
S100A9,13_Valenzi_2019_disease
S100P,13_Valenzi_2019_disease
CYP1B1,13_Valenzi_2019_disease
MMP8,13_Valenzi_2019_disease
NCF1,13_Valenzi_2019_disease
IFITM2,13_Valenzi_2019_disease
SELL,13_Valenzi_2019_disease
PROK2,13_Valenzi_2019_disease
RNASE2,13_Valenzi_2019_disease
CORO1A,13_Valenzi_2019_disease
CLU,13_Valenzi_2019_disease
QPCT,13_Valenzi_2019_disease
TNNT1,13_Valenzi_2019_disease
FOLR3,13_Valenzi_2019_disease
CDA,13_Valenzi_2019_disease
ICAM3,13_Valenzi_2019_disease
HMGB2,13_Valenzi_2019_disease
LILRA5,13_Valenzi_2019_disease
COL1A2,13_Valenzi_2019_disease
LIMD2,13_Valenzi_2019_disease
HIST1H2AC,13_Valenzi_2019_disease
CRISPLD2,13_Valenzi_2019_disease
CD79B,13_Valenzi_2019_disease
GAPT,13_Valenzi_2019_disease
CCDC80,13_Valenzi_2019_disease
ASGR2,13_Valenzi_2019_disease
MCTP2,13_Valenzi_2019_disease
PADI4,13_Valenzi_2019_disease
SYTL1,13_Valenzi_2019_disease
ANXA3,13_Valenzi_2019_disease
LMNB1,13_Valenzi_2019_disease
TESC,13_Valenzi_2019_disease
CLEC4D,13_Valenzi_2019_disease
C19orf38,13_Valenzi_2019_disease
PIGR,13_Valenzi_2019_disease
VNN2,13_Valenzi_2019_disease
RORA,13_Valenzi_2019_disease
ECE1,13_Valenzi_2019_disease
HIST1H2AE,13_Valenzi_2019_disease
PGLYRP2,13_Valenzi_2019_disease
CMTM2,13_Valenzi_2019_disease
MNDA,13_Valenzi_2019_disease
CDKN2D,13_Valenzi_2019_disease
SULT1B1,13_Valenzi_2019_disease
ITGA2,13_Valenzi_2019_disease
IMPA2,13_Valenzi_2019_disease
CDH23,13_Valenzi_2019_disease
ZNF467,13_Valenzi_2019_disease
IPCEF1,13_Valenzi_2019_disease
DYSF,13_Valenzi_2019_disease
SH3TC2,13_Valenzi_2019_disease
TSPAN2,13_Valenzi_2019_disease
CCND3,13_Valenzi_2019_disease
RNASE3,13_Valenzi_2019_disease
NFE2,13_Valenzi_2019_disease
MET,13_Valenzi_2019_disease
LINC00694,13_Valenzi_2019_disease
ZNF415,13_Valenzi_2019_disease
LCN2,13_Valenzi_2019_disease
OTUD7B,13_Valenzi_2019_disease
DYNLRB2,13_Valenzi_2019_disease
CCL4,14_Valenzi_2019_disease
CCL4L2,14_Valenzi_2019_disease
CCL3L3,14_Valenzi_2019_disease
G0S2,14_Valenzi_2019_disease
CCL20,14_Valenzi_2019_disease
CXCL1,14_Valenzi_2019_disease
CCL3,14_Valenzi_2019_disease
CXCL8,14_Valenzi_2019_disease
IL1B,14_Valenzi_2019_disease
IL6,14_Valenzi_2019_disease
IL1R2,14_Valenzi_2019_disease
TNFAIP6,14_Valenzi_2019_disease
OSM,14_Valenzi_2019_disease
CD69,14_Valenzi_2019_disease
TNF,14_Valenzi_2019_disease
EDN1,14_Valenzi_2019_disease
IER3,14_Valenzi_2019_disease
IL1A,14_Valenzi_2019_disease
SOD2,14_Valenzi_2019_disease
TNIP3,14_Valenzi_2019_disease
IFITM2,14_Valenzi_2019_disease
PTGS2,14_Valenzi_2019_disease
NLRP3,14_Valenzi_2019_disease
PLEK,14_Valenzi_2019_disease
TNFAIP3,14_Valenzi_2019_disease
CLEC4E,14_Valenzi_2019_disease
HCAR3,14_Valenzi_2019_disease
NFKBIA,14_Valenzi_2019_disease
IFITM1,14_Valenzi_2019_disease
EGR3,14_Valenzi_2019_disease
FAM65B,14_Valenzi_2019_disease
RHOH,14_Valenzi_2019_disease
FFAR2,14_Valenzi_2019_disease
TUBA4A,14_Valenzi_2019_disease
TIFA,14_Valenzi_2019_disease
ICAM1,14_Valenzi_2019_disease
BCL2A1,14_Valenzi_2019_disease
LUCAT1,14_Valenzi_2019_disease
NFKBIZ,14_Valenzi_2019_disease
KB-1507C5.4,14_Valenzi_2019_disease
PDE4B,14_Valenzi_2019_disease
EHD1,14_Valenzi_2019_disease
TAGAP,14_Valenzi_2019_disease
CTGF,14_Valenzi_2019_disease
HIST1H2BC,14_Valenzi_2019_disease
LINC00877,14_Valenzi_2019_disease
TMEM154,14_Valenzi_2019_disease
ARHGAP29,14_Valenzi_2019_disease
CMTM2,14_Valenzi_2019_disease
ARG2,14_Valenzi_2019_disease
ARL5B,14_Valenzi_2019_disease
FCGR3B,14_Valenzi_2019_disease
PTN,14_Valenzi_2019_disease
CSF3R,14_Valenzi_2019_disease
ZNF267,14_Valenzi_2019_disease
CCL13,15_Valenzi_2019_disease
SEPP1,15_Valenzi_2019_disease
FCGBP,15_Valenzi_2019_disease
SLC40A1,15_Valenzi_2019_disease
RNASE1,15_Valenzi_2019_disease
IGF1,15_Valenzi_2019_disease
PLTP,15_Valenzi_2019_disease
FOLR2,15_Valenzi_2019_disease
ADAMDEC1,15_Valenzi_2019_disease
F13A1,15_Valenzi_2019_disease
C1QC,15_Valenzi_2019_disease
LYVE1,15_Valenzi_2019_disease
IL2RA,15_Valenzi_2019_disease
TMEM176B,15_Valenzi_2019_disease
HPGDS,15_Valenzi_2019_disease
TMIGD3,15_Valenzi_2019_disease
RBP1,15_Valenzi_2019_disease
TMEM176A,15_Valenzi_2019_disease
OLFML3,15_Valenzi_2019_disease
C2,15_Valenzi_2019_disease
FGL2,15_Valenzi_2019_disease
STAB1,15_Valenzi_2019_disease
CXCL12,15_Valenzi_2019_disease
LILRB5,15_Valenzi_2019_disease
CD163L1,15_Valenzi_2019_disease
GAL3ST4,15_Valenzi_2019_disease
GIMAP7,15_Valenzi_2019_disease
ABCA6,15_Valenzi_2019_disease
TMEM37,15_Valenzi_2019_disease
ENPP2,15_Valenzi_2019_disease
GPR34,15_Valenzi_2019_disease
MS4A6A,15_Valenzi_2019_disease
ADORA3,15_Valenzi_2019_disease
LTC4S,15_Valenzi_2019_disease
LPAR6,15_Valenzi_2019_disease
OLFML2B,15_Valenzi_2019_disease
CMKLR1,15_Valenzi_2019_disease
EPB41L2,15_Valenzi_2019_disease
MAMDC2,15_Valenzi_2019_disease
MERTK,15_Valenzi_2019_disease
CD28,15_Valenzi_2019_disease
SLC18B1,15_Valenzi_2019_disease
CD72,15_Valenzi_2019_disease
SDC3,15_Valenzi_2019_disease
CD209,15_Valenzi_2019_disease
GFRA2,15_Valenzi_2019_disease
IGFBP4,15_Valenzi_2019_disease
TTN,15_Valenzi_2019_disease
EMB,15_Valenzi_2019_disease
GATM,15_Valenzi_2019_disease
KIF11,15_Valenzi_2019_disease
SCG3,15_Valenzi_2019_disease
MAF,15_Valenzi_2019_disease
METTL7A,15_Valenzi_2019_disease
SLC12A5,15_Valenzi_2019_disease
GPR155,15_Valenzi_2019_disease
CPED1,15_Valenzi_2019_disease
PDCD1LG2,15_Valenzi_2019_disease
CD200R1,15_Valenzi_2019_disease
CCDC170,15_Valenzi_2019_disease
COX7A1,15_Valenzi_2019_disease
CYBRD1,15_Valenzi_2019_disease
LPAR5,15_Valenzi_2019_disease
ATP8B4,15_Valenzi_2019_disease
CNRIP1,15_Valenzi_2019_disease
TSPAN33,15_Valenzi_2019_disease
TGFB2,15_Valenzi_2019_disease
HGF,15_Valenzi_2019_disease
DEPTOR,15_Valenzi_2019_disease
USP51,15_Valenzi_2019_disease
SPTLC3,15_Valenzi_2019_disease
RTN1,15_Valenzi_2019_disease
NFATC2,15_Valenzi_2019_disease
MAP7,15_Valenzi_2019_disease
CRYBB1,15_Valenzi_2019_disease
SLC9A9,15_Valenzi_2019_disease
